City,Place,Ratings,Distance,Place_desc
Mussoorie,28. Jabarkhet Wildlife Reserve,3.1,4 km  from city center,"Jabarkhet Wildlife Reserve boasts of being the first privately owned and operated wildlife sanctuary in Uttarakhand, which is also the first of its kind in all of India. Located on the Mussoorie- Dhanaulti road, around 15 kms from the heart of the city, the nature park is spread over 100 acres of land."
Mussoorie,29. Paragliding and Trekking,3.2,1 km  from city center,Mussoorie's is a good place for adventure Sports like paragliding as well. There are some trekking opportunities also available here.
Mussoorie,30. Happy Valley,3.1,"5,592 km  from city center","Popularly known as ‘mini Tibet’, Happy Valley lies on the western end of the Library Point and is famous for housing some magnificent Tibetan monasteries, the IAS academy, candidly beautiful Municipal garden, a splendid valley of flowers, lively eateries and an all-around jocund environment."
Mussoorie,31. Mussoorie Heritage Centre,3.0,1 km  from city center,"Located at a distance of 3 kms from the Library Bus stand in the main market, the Mussoorie Heritage Centre is a social enterprise showcasing the rich culture and heritage of the hilltown of Mussoorie. It displays the archives of the historical heritage of Mussoorie."
Mussoorie,32. Mussoorie Adventure Park,3.0,1 km  from city center,"The Mussoorie Adventure Park is a treasure trove of fun adventure activities including rock climbing, rappelling, trekking, parallel rope, zip line etc. Besides the activity thrills and adventure zone, this park offers cosy nooks and gorgeous grasslands to spend quality time amidst nature."
Mussoorie,33. K Dev Bhoomi Wax Museum,3.0,2 km  from city center,"Another feather in the cap of Mussoorie is the newly inaugurated K Dev Bhoomi Wax Museum, inspired by Madame Tussauds in London. Situated in the premises of Company Garden, just 3 kms ahead of The Mall, the museum boasts of lifelike wax statues of both domestic and international personalities."
Kodaikanal,1. Green Valley View (Suicide Point),3.6,3 km  from city center,"Green Valley View, or the otherwise known Suicide Point, is a magnificent spot in Kodaikanal, popular mainly for its enroute fun. One must walk through misty woodlands and panoramic walks to reach this heaven like spot."
Kodaikanal,2. Kodai Lake,3.6,1 km  from city center,"Kodaikanal Lake that lays in the heart of Kodaikanal, is a star-shaped man-made lake that is draped on an area of 60 acres. Boating, horse riding, cycling and angling are a few of the adventure activities tourists can appease themselves with, near the lake."
Kodaikanal,3. Bear Shola Falls,4.2,1 km  from city center,"Located at a mere distance of 2 kilometres from the Kodaikanal Lake, the Bear Shola Falls is a popular picnic spot in the region. This cascade is a seasonal attraction that comes to life in its fullest during the monsoons. An interesting legend behind the unique name of this place is that it was a favourite haunt of a bear who used to frequent this water body to drink water, hence imparting it the name Bear Shola Falls."
Kodaikanal,4. Dolphin's Nose,3.2,3 km  from city center,"The Dolphin's Nose viewpoint in Kodaikanal is based on a flat, protruding piece of rock that is shaped like a dolphin's nose. This forms a visible cliff at the height of 6,600 feet, where you can experience Kodaikanal at its best - plunging valleys, rugged terrain, clear skies, and the splendor of green."
Kodaikanal,5. Pillar Rocks,3.6,3 km  from city center,"The famous Pillars Rocks of Kodaikanal are located around 8 km from the lake and are an exquisite picnic spot. Constituting of a beautiful mini garden, the place is so named as it has three vertically positioned boulders reaching up to a height of 400 feet."
Kodaikanal,6. Thalaiyar Falls,4.2,12 km  from city center,"Also known as Rat Tail Falls, Thalaiyar Falls is located in the lush green slopes of Palani Hill ranges in the Dindigul District, in Kodaikanal. With a height of 297m, it is the highest waterfall in Tamil Nadu, the sixth highest waterfall in India. There is a view tower in the park at the Dum Dum Rock, from where you can get a beautiful view of the falls and the Manjalar Dam. There is a hiking route near the waterfall."
Kodaikanal,9. Devil's Kitchen,3.5,4 km  from city center,"A natural and unique heritage site also known as the Devil's Kitchen, the Guna Caves are situated on the outskirts of Kodaikanal, which can be reached from the Moir Point. This place was earlier not very famous and was visited only by hikers. However, it got famous after a Tamil movie with the name 'Guna' was shot here in 1992. This is a group of caverns located amidst the three huge boulders known as Pillar Rocks. In addition to being a great location for photography, the gorge also remains filled with thick clouds in the monsoon and winter seasons. To reach the hilltop, visitors need to walk 400 meters from the main entrance."
Kodaikanal,10. Coakers Walk,4.3,1 km  from city center,"Coakers Walk is a beautiful man-made one-kilometre-long walking plaza built on the mountains in the mesmerizing city of Kodaikanal. The lovely path of Coakers Walk that curves by the edge of the gorgeous mountain have been constructed mainly for morning and evening walks. One can also choose to ride a bicycle to explore the scenic location. . It costs INR 30 per hour for adults and INR 20 per hour for children. The sight is breathtakingly beautiful, and it almost makes one feel like they are walking in the clouds."
Kodaikanal,11. Berijam Lake,4.3,12 km  from city center,"Berijam Lake is a quaint reservoir located 22 km from Kodaikanal main stand. With several activities like fishing, safari tours and bird watching, the lake is nature's unhindered beauty in the midst of a forest conservation area. The lake also facilitates the habitat of many animals such as Bison, Indian Elephant, Nilgiri Langur and Deer, and if you're lucky, you will also be able to catch a glimpse of these majestic creatures. Boating has been banned in the lake to preserve the natural freshwater."
Kodaikanal,12. Kodai-Palani Trek,3.5,16 km  from city center,"Known as the Princess of Hill Stations, Kodaikanal is a popular destination for those seeking adventure. The town of Kodaikanal is established on a plateau above the southern escarpment of the Upper Palani Hills at a height of 6, 998 ft."
Kodaikanal,13. Trekking,3.2,32 km  from city center,"A trekkers delight, Kodaikanal has some exquisite locations to offer to both the professional trekkers and the novice ones. Trekking routes with varying difficulty levels are present and a tourist can select the route according to the fitness, time factor and one's trekking ability."
Kodaikanal,14. Bryant Park,3.2,1 km  from city center,"One of the most popular botanical gardens in Kodaikanal, the Brayant Park is known for its fauna, rafts and hybrids. The best time to visit this marvelous park is during the annual horticulture show that is held during the month of May."
Kodaikanal,15. Silver Cascade Falls,3.7,2 km  from city center,"Just 8 km from Kodaikanal town, is the scenic Silver Cascade Falls, known for its celestial and exquisite flow of silvery waters. It is a delight to see the  pure crystalline water flowing down from a 180 ft tall cliff."
Kodaikanal,16. Silent Valley View,3.2,5 km  from city center,Silent Valley View is located in close proximity to the Pillar rock garden in Kodaikanal. The point is famous for proffering some astounding and stunning views of the Silent Valley.
Kodaikanal,17. Kurinji Temple,3.2,2 km  from city center,"Kurunji Temple is mainly dedicated to Lord Murugu and is dexterously based at a distance of 3 km from the lake. Providing delightful views of small villages, Palani Hills and Northern plains, and carrots plantation on the terraced slopes, the temple is also associated with the Kurunji Flower which blooms once in 12 years carpeting the whole area with purple flowers."
Kodaikanal,18. Kodaikanal Solar Observatory,3.7,3 km  from city center,"Established in the year 1899, the Kodaikanal Observatory is a part of the Indian Institute of Astrophysics and was earlier known as Solar Physics Observatory."
Kodaikanal,20. Subrahmanya Temple (Kartikeya Temple),3.2,54 km  from city center,"At a distance of 65 km from Kodaikanal lies the holy Subramanya temple, also known as Kartikeya Temple. Dedicated to Lord Subramanya, the temple is located at a height of 135 meters and the pilgrim needs to undertake a 659 step climb to reach the temple."
Dalhousie,1. Panch Pulla,4.1,1 km  from city center,"Surrounded by a cover of green pine and deodar trees, Panchpula is a popular picnic spot in Dalhousie, located at a distance of 3.5 km from Gandhi Chowk in Dalhousie. It is best known for Saptdhara Waterfall, the starting point of the Ganji Pahari trek and activities like Ziplining, and Burma Bridge."
Dalhousie,2. Khajjiar,4.4,1 km  from city center,"This small town, very nearby to Dalhousie is also known as the 'Mini Switzerland' or the 'Switzerland of India'."
Dalhousie,3. Kalatop wildlife sanctuary,4.2,4 km  from city center,"Thick deodar foliage, a plethora of wildlife, snowcapped mountains, carpets of verdant grasslands and easy on the eye streams of fresh water make up the Kalatop Wildlife Sanctuary. Also called the Kalatop Khajjiar Sanctuary, it is located in the picturesque hilly Chamba district of Himachal Pradesh."
Dalhousie,4. Satdhara Falls,4.4,1 km  from city center,"Satdhara Falls are one of the most popular sightseeing attractions of Dalhousie. Perched at an altitude of 2036 masl, the place has derived its name from the seven beautiful springs believed to have therapeutic value. The water in these springs contains mica, having several medicinal properties that cure diseases and ailments."
Dalhousie,6. Ganji Pahari,4.2,2 km  from city center,"Ganji Pahari is a scenic hill located near Dalhousie. The 1-2 hour trek to Ganji Pahari starts from Panchpula (about 3.5 km). The name Ganji Pahari was derived from its salient feature which is the complete absence of flora on the hill -'Ganji' meaning Bald in the local language, and 'Pahari' meaning Hill.  During winters, the same terrain is covered in a thick coat of snow."
Dalhousie,7. Dainkund Peak,3.3,5 km  from city center,"Being the highest point in Dalhousie at an elevation of 2755 masl, the peak offers a bird’s eye view of the astonishing verdant valleys and mountains. For nature fanatics seeking a serene and calm place, Dainkund Peak is worth exploring"
Dalhousie,9. St. John Church,4.0,0 km  from city center,"Built in 1863, it is the oldest church in the town. Apart from its religious significance to the Protestant community, it also has great historical significance."
Dalhousie,10. Subhash Baoli,3.3,5 km  from city center,"Named after the famous freedom fighter Subhash Chandra Bose, this is a perennial spring which has medicinal properties and believed to have cured the freedom fighter of his ill health."
Dalhousie,12. River Crossing and River Rafting,3.3,1 km  from city center,"River crossing is done across the river Ravi or Saal under the supervision of trained instructors while River Rafting too is a growing favorite in Chamba, usually done on the Rivers Ravi and Saal, too."
Dalhousie,15. Chamba,3.3,14 km  from city center,"This medieval town, just a little away from Dalhousie, is set against the beautiful backdrop of stunning hills and a flowing pristine river and has an alluring charm pertaining to the mystical temples and the local folklore."
Dalhousie,16. Trekking,3.3,1 km  from city center,"Dalhousie offers some of the best trekking trails for beginners. There are dense forests of Deodar, pine and fir trees which look extremely quaint. The most preferred routes for trekking in Dalhousie is Dainkund-Jot-Khajjar- Kalatop."
Dalhousie,18. City Shopping,4.0,0 km  from city center,"Gandhi Chowk, or GPO, is the bustling and vibrant street of Dalhousie. Unlike other hill stations, Dalhousie doesn't have a mall road, so Gandhi Chowk is the Mall Road of Dalhousie. For shopping in Dalhousie, the town has a number of local bazaars and centres at Gandhi Chowk. One can shop for simple local souvenirs, woollen clothes and every-day treasures."
Dalhousie,20. St Patricks Church,5.0,2 km  from city center,"An old-world charm, St Patricks Church is one of the largest churches in Dalhousie. Located near Balloon falls, Dalhousie Cantonment, the church is located 2 km away from the main bus stand on Military Hospital Road. Owing to its British architecture, it is known to have been established by a group of British army officers in 1909. Hosting over 300 people every Sunday, the dome-shaped shrine attracts not just the devotees but also many history buffs and architecture lovers."
Dalhousie,21. Bakrota Hills or Upper Bakrota,3.3,1 km  from city center,"This is the highest area in Dalhousie and is circled by a road called Bakrota walk which leads to Khajjar. With a handful of estates here, the area does not have too much to attract tourists but is ideal for strolls and to look around and enjoy scenic views. The area is surrounded by deodar trees and hills all around."
Dalhousie,22. Rock Climbing,3.3,5 km  from city center,"This adventure activity is popular and carried out at various places in Dalhousie, especially in Khajjiar."
Dalhousie,24. Chamunda Devi Temple,3.3,14 km  from city center,"The temple, dedicated to Goddess Kali is an important religious center for the town. The temple is said to have been where Goddess Ambika killed the demons- Munda and Chanda."
Pachmarhi,1. Bee falls,3.6,3 km  from city center,"A beautiful waterfall which provides drinking water to the entire Pachmarhi, Bee falls provide a picturesque view."
Pachmarhi,2. Jata Shankar caves,3.5,6 km  from city center,The Jata Shankar Caves in Pachmarhi are considered sacred as they are popularly believed to be the place where Lord Shiva concealed himself from the wrath of Bhasmasur.
Pachmarhi,3. Pandava Caves,3.6,1 km  from city center,These caves are believed to provide shelter to the Pandavas during their exile period. It is now a protected monument and tourists flock from all over India to see this place.
Pachmarhi,4. Dhoopgarh,3.5,4 km  from city center,"The highest point in the Satpura range, Dhoopgarh hilltop is a beautiful spot to see marvelous sunsets and sunrises. However, this point can only be reached by trekking. The trekking route is relatively tough as it passes through some waterfalls and valleys."
Pachmarhi,5. Handi Khoh,3.2,3 km  from city center,"One of the most beautiful ravines in Central India, Handi Khoh has a 300 feet high precipice in the middle of a dense forest. The place has a mythological history and is believed to be closely associated with Lord Shiva."
Pachmarhi,6. Mahadeo hill,3.2,1 km  from city center,"Situated at an altitude of 1363m, the Mahadeo hill in southern Madhya Pradesh is famous for an ancient shrine of Lord Shiva. The holy shrine holds a divine idol of Lord Shiva and one of the most beautiful shivalingams in the country."
Pachmarhi,7. Duchess falls,3.2,21 km  from city center,"One of the most beautiful cascades in Pachmarhi, the Duchess Falls crash over a hundred meters creating a majestic roar. The beautiful waterfalls bifurcate into three different cascades and a tourist has to travel for 4km to reach the base of the first cataract."
Pachmarhi,8. Satpura National Park,4.2,4 km  from city center,"The Satpura National Park is an exclusive and pristine landscape that has been preserved primarily for the protection of flora and fauna. It is the perfect place for all those who are tired of the conventional sanctuaries and wildlife parks and want to have a unique experience, away from the usual hustle bustle of the city."
Pachmarhi,9. Priyadarshini Point (Forsyth point),3.2,4 km  from city center,This is the point from where Captain James Forsyth discovered Pachmarhi in the year 1857. It was only after this that Pachmarhi was recognized as a hill station and a resort. Priyadarshini point gives an eagle's eye view of the entire hill station and its serene landscape.
Varanasi,1. Kashi Vishwanath Temple,4.4,4 km  from city center,"Kashi Vishwanath Temple is regarded as one of the most popular Hindu temple dedicated to Lord Shiva. Located in the heart of Varanasi, the temple is a core of faith for millions of Hindus."
Varanasi,3. Dashashwamedh Ghat,3.6,4 km  from city center,"As the name suggests, it is believed that this is the place where Lord Brahma performed the Dasa Ashwamedha sacrifice. This ghat is a religious spot and many rituals are performed here."
Varanasi,4. Sankat Mochan Hanuman Temple,3.6,4 km  from city center,The Sankat Mochan Hanuman Temple is situated by the River Assi and was built in the 1900s by the freedom fighter Pandit Madan Mohan Malviya. It is dedicated to Lord Rama and Hanuman.
Varanasi,5. Assi Ghat,4.3,5 km  from city center,The Asi Ghat is placed at the confluence of the Rivers Assi and Ganga and is famous for the large Shiva Lingam installed under a peepal tree. It has immense religious importance and has been mentioned in the Puranas and in various legends as well.
Varanasi,"7. New Vishwanath Temple, BHU",4.3,6 km  from city center,"Situated within the campus of the Banaras Hindu University (BHU), this temple is dedicated to Lord Shiva along with the sculptures of multiple Hindu Gods and Goddesses."
Varanasi,8. Tulsi Manasa Temple,3.6,4 km  from city center,"Constructed in 1964, this temple is dedicated to Lord Rama and is named after the saint poet Tulsi Das. It displays the Shikhara style of architecture and exhibits various inscriptions from the Ram Charit Manas on the walls of the temple."
Varanasi,9. Durga Temple,3.6,4 km  from city center,"Located near the Durga Ghat on the bank of the River Ganga, Durga Temple was built in the 18th century. It houses an imposing idol of Goddess Durga and is one of the main temples in Varanasi."
Mumbai,1. Elephanta Caves,4.3,14 km  from city center,"An UNESCO World Heritage Site, Elephanta Caves is a specimen of rock cut art and architecture from the times of medieval India. It is an island and is located at a distance of 11km from the city of Mumbai. It also provides an amazing view of the Mumbai skyline."
Mumbai,2. Walk at Marine drive,4.5,16 km  from city center,"Starting from the north of Nariman Point and ending at the famous Chowpatty beach, the Marine Drive is a 3km long arc shaped road along the sea coast of South Mumbai. The coast lines the Arabian sea and is the best place to watch the sunset in Mumbai."
Mumbai,3. Picnic at Juhu Beach,4.4,8 km  from city center,"The most popular beach in Mumbai, Juhu beach is located close to Andheri and was once quite a beautiful beach. However, with so many tourists coming in here, the place has become dirty and water is also not clean because of affluents from nearby factories and industries."
Mumbai,4. Shopping at Colaba Causeway,4.3,18 km  from city center,"One of the most crowded and electrifying places to visit in Mumbai is the Colaba Causeway, famous for being a shopping paradise and having endless shops to choose from. It has a charm about it, which will suck you into its world of colourful shops and old-world cafes like a magnet."
Mumbai,5. Stroll around Gateway of India,4.4,18 km  from city center,"One of the most distinguished monument in Mumbai, The Gateway of India was built in 1924. Now it has become a popular tourist hub in the city. Located at Apollo Bunder Waterfront, the monument overlooks the Arabian Sea in the most beautiful way."
Mumbai,6. Bollywood Tour at Film City,3.8,10 km  from city center,Indian Film Industry accounts as one of the largest in the world and Film City serves as an essential part of it. It is a place where it is difficult to differentiate between the reality and fakeness.
Mumbai,8. Hanging Gardens,3.8,15 km  from city center,"Marked by bushes trimmed into shapes of various animals and proximity to the Arabian Sea are the Hanging Gardens, opposite the Kamla Nehru park. Spend a relaxed evening here, enjoying the sunset, especially if you are with kids."
Mumbai,9. Prince of Wales Museum,4.3,17 km  from city center,"The Prince of Wales Museum is regarded as one of the heritage buildings of Mumbai owing to its splendid architecture. The museum comprises of a plethora of ancient, exquisite artefacts relating to the rich and diverse history of India."
Mumbai,10. Mumbai Zoo,3.8,12 km  from city center,"Popularly known as Veermata Jijabai Udhyan, the zoo is the best way to spend family holidays amidst a vast variety of birds & animals."
Mumbai,11. Enjoy Rides at Essel World,3.6,19 km  from city center,"Located on the edge of northern suburbs, Mumbai's favourite adventure and water park, Essel World and Water Kingdom are probably the best themed park and water park in India. During the hot and humid summer or Mumbai, a lot of locals and tourists throng Water Kingdom."
Mumbai,13. Wildlife Safari at Sanjay Gandhi National park,3.8,15 km  from city center,"This is a wildlife sanctuary and a habitat to abundance of flora and fauna, in the midst of a busy Mumbai. Famed to be one the most liked national parks, one can also enjoy a train ride through this one.



One can spot here Leopards, Macaques, Boars, Lions, Flying fox, Kingfisher, Sunbird and many more. A must visit attraction of the city, the park is also known for a huge population and variety of butterflies."
Mumbai,14. Pray at Siddhivinayak Temple,4.3,8 km  from city center,"Located in Prabhadevi, Siddhivinayak is a Lord Ganesha temple, one of the most significant and frequented temples in Mumbai. Visitors visit this temple in large numbers on daily basis. It is one of the richest temples in Mumbai. The wooden doors to the sanctum are carved with images of the Lord. The inner roof which is plated with gold has the central sculpture of Ganesha."
Mumbai,15. National gallery of Modern Art,3.8,17 km  from city center,"Situated in Colaba, Southern Mumbai, the National Gallery of Modern Art was established in 1996, with an objective to promote modern trends in the Indian culture. Initially a concert venue, the structure was later converted into an art gallery in 1954. The gallery boasts of its display of artworks from Indian as well as international artists ranging from M.F. Hussain, F.N. Souza, Amrita Shergil, Gaganendranath Tagore to Picasso."
Mumbai,16. Sunset at Haji Ali Dargah,4.3,13 km  from city center,"Situated at the backdrop of a beautiful view of the sea is the shrine of Haji Ali, a wealthy merchant turned into Muslim Sufi. People from all walks of life and religions come here to seek blessings."
Mumbai,17. Shopping at Fashion Street,3.8,16 km  from city center,"One of the favourite shopping hubs for the people of Mumbai especially the students, the place offers some of the trendiest and latest fashion clothes."
Mumbai,18. Drive Through Bandra Worli Sea Link,4.4,9 km  from city center,"Spanning across the arc of Mumbai coastline, this is an eight-lane cable-stayed bridge in Mumbai. Officially known as Rajiv Gandhi Sea Link, it is a civil engineering wonder that reflects the modern infrastructure of the city of Mumbai."
Mumbai,19. Marvel at the Victoria Terminus,4.4,15 km  from city center,"Also known as Chhatrapati Shivaji Maharaj Terminus, the Victoria Terminus is the main railway station serving Mumbai. Constructed in the Victorian-Gothic style of architecture, the railway station is a declared as a World Heritage Site by the UNESCO. The station is one of the most famous historic landmark symbolizing the pre-independence British Raj in India."
Mumbai,20. Kamla Nehru park,3.8,16 km  from city center,"Named after the first wife of the late Prime Minister of India, Sri Pandit Jawaharlal Nehru, it is family spot for outings. Enjoy the view of Marine drive and the Chowpatty beach from here."
Mumbai,22. ISKCON Temple,3.3,7 km  from city center,"Iskcon temple is a spiritual getaway from all the hustle and bustle of the city. A temple clad in marble and glass, Iskcon has an impressive architecture and promises to give a peaceful and tranquil experience. The complex also has a research and education centre conducting daily seminars and preaching on Vedic writings and an impressive library inside the compound."
Mumbai,23. Gorakhgad Trek,3.5,70 km  from city center,Gorakhgad is a hill fort in Maharashtra. Gorakhgad and Machindragad are twin forts in the Thane district of Maharashtra. Gorakhgad is situated at an elevation higher than its twin fort.
Mumbai,24. Kanheri caves,3.8,15 km  from city center,"Located in the Sanjay Gandhi National Park, the Kanheri Caves in Mumbai is a group of alcoves and rock-cut monuments that illustrate the Buddhist influence on the Indian art and culture. The caves are famous for its 109 special entrances and ancient sculptures, carvings, paintings and inscriptions dating from the 1st century to the 10th century."
Mumbai,25. Street Food at Girgaum Chowpatty,4.3,15 km  from city center,"Girgaum Chowpatty is a small sandy beach and a good place to chill, at the north end of Marine Drive, a must-go place for tourists visiting Marine Drive for the first time. Conveniently located next to Charni Road railway station, it is very crowded during evening and weekends and hosts street food stalls serving local delicacies. There are cafes/dine-in options available across the road as well."
Mumbai,26. Water Sports in Mandwa Beach,3.5,30 km  from city center,"A beautiful, serene and pristine beach in Mandwa Village - an hour long ferry ride away from Mumbai - is not just about quite long walks along the coast but also offers the buzz of water sports."
Mumbai,27. Global Pagoda,3.8,19 km  from city center,"Located near Gorai, North-West of Mumbai, the Global Vipassana Pagoda serves as a monument to peace and harmony. It is built as a form of gratitude to a Vipassana teacher and accountant general of Independent Burma, Sayayi U Ba Khin. He was instrumental in bringing Vipassanaa back to its country of origin, i.e. India."
Mumbai,28. Mahakali caves,3.7,6 km  from city center,"Alternatively known as Kondivite Caves, the Mahakali Caves are a total of nineteen rock-cut monuments, built between the duration of the 1st and 6th century. The main cave consists of Buddha figures and stupas, while the there are several Buddha idols carved on the rocks too."
Mumbai,29. Shopping at Lokhandwala,3.3,9 km  from city center,Lokhandwala is another place to shop happily and heartily. Do not miss the lip-smacking food around these shopping streets.
Mumbai,"30. Partying at Hill Road and Linkin Road, Bandra",3.3,5 km  from city center,"Acknowledged for its high fashionable taste, Mumbai provides many opportunities to shop around. Besides Colaba, Bandra is another place for Shopaholics."
Mumbai,31. Makarandgad Trek,3.5,13 km  from city center,"Makarandgad (or Madhumakarandgad) is a hill fort in the state of Maharashtra. Believed to be comprised of twin peaks, Madhu and Makarandgad, the fort has thus derived its name."
Mumbai,32. Mahalaxmi temple,3.9,5 km  from city center,"The Mahalaxmi Temple is dedicated to Goddess Mahalaxmi or the 'Goddess of Wealth'. Thronged with devotees and tourists in large number throughout the year, the temple is a must visit if you are visiting Mumbai."
Mumbai,33. Siddhgad Bhimashankar Trek,3.5,69 km  from city center,"Located in the beautiful expanses of the Western Ghats, the Bhimashankar Trek takes you through the thickets of the Bhimashankar jungles right up to the temple. Bhimashankar is located in the village Bhorgiri in the ghat region of the Sahyadri range."
Mumbai,34. Jehangir art gallery,3.8,17 km  from city center,"The Jehangir Art Gallery, an art gallery in Mumbai, was founded by Sir Cowasji Jehangir at the request of K K Hebbar and Homi Bhabha. It was built in 1952. Managed by the Committee of Management, the entire cost of this mansion was donated by Cowasji Jehangir.This gallery is placed at Kala Ghoda, behind the Prince of Wales Museum, in South Mumbai near the Gateway of India, and has four exhibition halls. The gallery was designed by GM Bhuta for GM Bhuta and Associates."
Mumbai,35. Naneghat Trek,3.5,88 km  from city center,"Situated at a height of 2,600 feet, Naneghat is a mountain pass through the Sahyadri Mountain Range in Maharashtra that connects the Konkan sea coast with the old town of Junnar in the Deccan. Once an important corridor link through the Ghatghar forest between the coastal region and the important towns inland, Naneghat is now a loved and much-frequented route for the trekkers and explorers. Boasting the trademark beauty of lush greens amidst patches of dusty terrain, typical to this region, Naneghat is a treat to the eyes, to the soul and to the nature-loving, adventure-seeking mind."
Mumbai,36. Hajimalang Trek,3.5,31 km  from city center,"Sri Malang gad is a fort near Kalyan in the Raigad district of Maharashtra. It is known popularly as Haji Malang, which is one of the most famous among the three sufi shrines located on the hill. The structure of the fort is three-storeyed, and each tier has a specific name."
Mumbai,37. Mahuli Trek,3.5,60 km  from city center,"Mahuli is a hill fort in Maharashtra. Located in the district of Thane, the peak of the fort rises to an elevation of 2700 feet from the ground. The summit is actually a collection of 2-3 hills, all having typical names."
Mumbai,38. Jivdhan Trek,3.5,88 km  from city center,"Jivdhan is a hill fort in the state of Maharashtra. It is a part of the 'famous five' fort in the Sahyadri mountain range. The other forts which are a part of the famous five include Naneghat, Shivneri, Chavand and Hadsar."
Mumbai,39. Jama Masjid,3.5,17 km  from city center,"The Jama Masjid, popularly known as Friday Mosque, is the oldest mosque that Mumbai houses. A popular place of pilgrimage, it boasts of beautiful and intricate carvings, breathtaking artworks and the fascinating 'sangemarmar' stonework and has an interesting history attached to it."
Mumbai,40. Mahipatagad Trek,3.5,152 km  from city center,"Mahipatagad is a hill fort in the state of Maharashtra. Mahipatagad is a twin fort of Rasalgad, located in the Ratnagiri district. It is famous for its six entrance door or 'Darwazas' but most of them have crumbled down. There is Shiva temple at the top."
Mumbai,41. Mount Mary Church,3.0,7 km  from city center,"The Basilica of Our Lady of the Mount is commonly called as the Mount Mary Church by the locals. Thousands of people of all faiths visit this church to attain peace and tranquillity in the caress of Mount Mary. The basilica is a truly grand, yet humble edifice made from nothing but stone."
Mumbai,42. Gorai Beach,3.0,21 km  from city center,"Located in the north suburb of Mumbai, 40 kms from the main city, Gorai Beach is one the cleanest, most tranquil and one of the most frequented beaches of Mumbai. Located near Bhayandar, on the Gorai Creek, the soothing calmness of this beach bordering the Arabian Sea, makes for a perfect leisure weekend vacation."
Mumbai,43. Madh Island,3.0,12 km  from city center,"Home to umpteen villages, farmlands and surreal vistas, is the locale of Madh Island in Mumbai. Clustered with quaint fisher villages and dotted with lush green farms, Madh Island is a respite from the glitterati and dazzling environs of the city and can be reached by an hour’s drive from the main city."
Mumbai,44. Marve Beach,3.0,16 km  from city center,"Away from the industrial pollution and the chaotic city life, Marve Beach is situated in Malad, in the western suburbs of Mumbai. Due to the strong tides and currents, it is generally not recommended to swim in the sea waters or even to step aside post evening hours."
Mumbai,45. Versova Beach,3.0,8 km  from city center,"A continuation of Juhu Beach towards the Andheri suburbs, Versova Beach is comparatively less crowded and only separated by a creek from the former beach. Versova is essentially a fishing village inhabited by Kolis (fisherfolks) situated in the vicinity of the beach, and is a hotbed for fish trade."
Mumbai,46. Dadar Chowpatty Beach,3.0,7 km  from city center,"As the name suggests, Dadar Chowpatty Beach is situated in the Dadar suburbs of Mumbai. Majorly popular for the giant view of the Bandra Worli Sea Link bridge, this beach is customarily used for jogging and watching beautiful sunsets."
Mumbai,47. Aksa Beach,3.0,14 km  from city center,"Located a little on the outskirts of the city in Malad, Aksa Beach is an unparalleled oasis for a rejuvenating retreat from the hustle bustle of the city traffic. The mesmerising coastline is one of the longest in the city and offers an extremely vivid and surreal panorama of the merging horizon ahead."
Mumbai,48. Kalamb Beach,3.0,38 km  from city center,"Located in Nalasopara in Thane district of Maharashtra, is the really long and secluded Kalamb Beach. A paradise away from the din of the city, the beach is beautiful owing to its tranquility, serenity and an altogether mesmerising panorama."
Mumbai,49. Spend your evening at Worli Sea Face,3.0,10 km  from city center,"The exuberant promenade with lashing waves and gushing waters of the Arabian Sea, situated in Worli, Mumbai is popularly called Worli Sea Face. Home to the rich and affluent residential colonies, the posh locale is also a major business district."
Mumbai,50. Uran,3.0,23 km  from city center,"Situated at the end of Navi Mumbai, Uran lies in the Konkan division between Panvel and Karjat. Primarily a tiny fishing and agriculture village, Uran has several beaches to its attribute- the most popular of which are Pirvad, Mankeshwar and ONGC. Surrounded by water bodies on three sides, the village is just attached to the land from the side of Raigarh district. Pirvad is the most frequented beach, with plenty of tourists visiting it every day, Mankeshwar is considered to be a religious beach owing to the grand temple of Lord Shiva situated at the seaside itself. Whereas ONGC is popular for housing the gas plant at the beach."
Mumbai,51. Hangout with friends at Bandstand,3.0,5 km  from city center,"Bandstand or Bandstand Promenade is the immaculate promenade in the queen suburbs of Bandra in Mumbai. Also known as Bandra Bandstand, it boasts of a joggers’ strip and a park in addition to being a happening hangout spot."
Mumbai,52. Explore Cafes at Carter Road,3.0,6 km  from city center,"Situated next to Bandstand Promenade just next to Bandra, Carter Road is one of the most happening and popular hangout places among the Mumbaikars. The locale is a haven for foodies owing to its bazillion food options from the umpteen eateries situated on the sidewalk."
Agra,1. Taj Mahal,4.9,3 km  from city center,"One of the seven wonders of the world, Taj Mahal is located on the banks of River Yamuna in Agra. It was built by the Mughal Emperor Shah Jahan as a memorial for his third wife, Mumtaz Mahal. It also houses the tomb of Shah Jahan himself. Constructed entirely out of white marble in the 17th century, Taj Mahal is one of the most beautiful monuments in the world. Every year visitors numbering more than the entire population of Agra pass through the magnificent gates to catch a glimpse of this breathtaking monument!"
